objectid,mode,lineabbr,route,month_,year_,servicetype,stopname,stopabbrone,stopabbrtwo,avgboardings,avgalightings
221,Commuter Rail,750,FrontRunner,August,2017,WKD,Pleasant View Station,FR601083,FR601083,37.211869049999997,32.471014489999995
222,Commuter Rail,750,FrontRunner,August,2017,SAT,Salt Lake Central Station,FR101393,FR101393,921.500000000000000,893.250000000000000
223,Commuter Rail,750,FrontRunner,August,2017,WKD,Provo Central Station,FR801164,FR801164,1796.710603000000219,1798.015580000000000
224,Commuter Rail,750,FrontRunner,August,2017,SAT,Farmington Station,FR301084,FR301084,491.750000000000000,470.250000000000000
225,Commuter Rail,750,FrontRunner,August,2017,WKD,Farmington Station,FR301084,FR301084,712.552952800000071,701.686078500000008
226,Commuter Rail,750,FrontRunner,August,2017,SAT,Clearfield Station,FR301081,FR301081,305.500000000000000,275.250000000000000
227,Commuter Rail,750,FrontRunner,August,2017,WKD,American Fork Station,FR801160,FR801160,947.965486800000008,840.774990699999989
228,Commuter Rail,750,FrontRunner,August,2017,WKD,South Jordan Station,FR198023,FR198023,775.870786200000111,777.291042900000093
229,Commuter Rail,750,FrontRunner,August,2017,WKD,Salt Lake Central Station,FR101393,FR101393,1916.691309999999930,2165.892303999999967
230,Commuter Rail,750,FrontRunner,August,2017,SAT,Layton Station,FR301082,FR301082,312.500000000000000,302.000000000000000
231,Commuter Rail,750,FrontRunner,August,2017,WKD,Layton Station,FR301082,FR301082,788.368450999999936,732.503975400000058
232,Commuter Rail,750,FrontRunner,August,2017,SAT,Lehi Station,FR801159,FR801159,316.000000000000000,303.750000000000000
233,Commuter Rail,750,FrontRunner,August,2017,WKD,Draper Station,FR198022,FR198022,775.579112900000041,770.916918800000076
234,Commuter Rail,750,FrontRunner,August,2017,SAT,Murray Central Station,FR198021,FR198021,721.750000000000000,747.750000000000000
235,Commuter Rail,750,FrontRunner,August,2017,WKD,Orem Central Station,FR801163,FR801163,1330.549058999999943,1260.979276000000027
236,Commuter Rail,750,FrontRunner,August,2017,SAT,Provo Central Station,FR801164,FR801164,948.500000000000000,1143.250000000000000
237,Commuter Rail,750,FrontRunner,August,2017,SAT,Ogden Central Station,FR601084,FR601084,868.250000000000000,900.750000000000000
238,Commuter Rail,750,FrontRunner,August,2017,SAT,Woods Cross Station,FR301085,FR301085,251.000000000000000,243.750000000000000
239,Commuter Rail,750,FrontRunner,August,2017,SAT,American Fork Station,FR801160,FR801160,313.500000000000000,276.750000000000000
240,Commuter Rail,750,FrontRunner,August,2017,SAT,North Temple Station,FR198030,FR198030,814.250000000000000,755.250000000000000
241,Commuter Rail,750,FrontRunner,August,2017,WKD,Ogden Central Station,FR601084,FR601084,1251.606584999999995,1429.558301000000029
242,Commuter Rail,750,FrontRunner,August,2017,WKD,Roy Station,FR601085,FR601085,476.967736699999989,450.508740099999955
243,Commuter Rail,750,FrontRunner,August,2017,WKD,Lehi Station,FR801159,FR801159,1232.418895999999904,1162.722713000000113
244,Commuter Rail,750,FrontRunner,August,2017,SAT,Roy Station,FR601085,FR601085,228.500000000000000,202.500000000000000
245,Commuter Rail,750,FrontRunner,August,2017,WKD,North Temple Station,FR198030,FR198030,2586.451094999999896,2578.829377999999906
246,Commuter Rail,750,FrontRunner,August,2017,SAT,Draper Station,FR198022,FR198022,172.500000000000000,154.000000000000000
247,Commuter Rail,750,FrontRunner,August,2017,WKD,Murray Central Station,FR198021,FR198021,1908.038448000000017,1924.188272999999981
248,Commuter Rail,750,FrontRunner,August,2017,WKD,Woods Cross Station,FR301085,FR301085,603.490950699999985,560.924314800000047
249,Commuter Rail,750,FrontRunner,September,2017,WKD,Lehi Station,FR801159,FR801159,1300.465231000000131,1205.404551000000083
250,Commuter Rail,750,FrontRunner,September,2017,WKD,American Fork Station,FR801160,FR801160,1016.771051999999941,920.745102099999940
251,Commuter Rail,750,FrontRunner,September,2017,SAT,Murray Central Station,FR198021,FR198021,725.000000000000000,667.152777799999967
252,Commuter Rail,750,FrontRunner,September,2017,WKD,Ogden Central Station,FR601084,FR601084,1336.799790000000030,1546.092196000000058
253,Commuter Rail,750,FrontRunner,September,2017,WKD,Provo Central Station,FR801164,FR801164,1934.031603000000132,1882.870568999999932
254,Commuter Rail,750,FrontRunner,September,2017,SAT,Clearfield Station,FR301081,FR301081,352.708333299999993,323.069444399999952
255,Commuter Rail,750,FrontRunner,September,2017,WKD,Farmington Station,FR301084,FR301084,546.183875100000023,569.669424499999991
256,Commuter Rail,750,FrontRunner,September,2017,WKD,Woods Cross Station,FR301085,FR301085,642.071957300000008,644.062794999999937
257,Commuter Rail,750,FrontRunner,September,2017,WKD,Pleasant View Station,FR601083,FR601083,37.588458060000001,31.352983579999997
258,Commuter Rail,750,FrontRunner,September,2017,SAT,American Fork Station,FR801160,FR801160,335.208333299999993,308.916666700000007
259,Commuter Rail,750,FrontRunner,September,2017,SAT,Layton Station,FR301082,FR301082,364.555555599999991,317.555555599999991
260,Commuter Rail,750,FrontRunner,September,2017,SAT,Draper Station,FR198022,FR198022,182.347222199999976,161.527777800000024
261,Commuter Rail,750,FrontRunner,September,2017,SAT,Woods Cross Station,FR301085,FR301085,263.500000000000000,277.958333299999993
262,Commuter Rail,750,FrontRunner,September,2017,WKD,Salt Lake Central Station,FR101393,FR101393,1993.835258999999951,2207.131428000000142
263,Commuter Rail,750,FrontRunner,September,2017,WKD,Roy Station,FR601085,FR601085,486.500315199999989,504.615959900000007
264,Commuter Rail,750,FrontRunner,September,2017,SAT,Provo Central Station,FR801164,FR801164,1146.250000000000000,1412.263888999999836
265,Commuter Rail,750,FrontRunner,September,2017,SAT,Lehi Station,FR801159,FR801159,353.138888899999984,353.361111100000016
266,Commuter Rail,750,FrontRunner,September,2017,WKD,Draper Station,FR198022,FR198022,840.796955800000092,816.387486399999943
267,Commuter Rail,750,FrontRunner,September,2017,WKD,Clearfield Station,FR301081,FR301081,879.898873200000025,871.406892500000026
268,Commuter Rail,750,FrontRunner,September,2017,SAT,Farmington Station,FR301084,FR301084,471.722222199999976,440.791666700000007
269,Commuter Rail,750,FrontRunner,September,2017,SAT,Ogden Central Station,FR601084,FR601084,879.000000000000000,895.555555600000048
270,Commuter Rail,750,FrontRunner,September,2017,SAT,North Temple Station,FR198030,FR198030,1099.708333000000039,1135.555556000000024
271,Commuter Rail,750,FrontRunner,September,2017,SAT,South Jordan Station,FR198023,FR198023,223.833333300000021,206.625000000000000
272,Commuter Rail,750,FrontRunner,September,2017,WKD,Orem Central Station,FR801163,FR801163,1698.391523000000007,1560.614745000000084
273,Commuter Rail,750,FrontRunner,September,2017,WKD,South Jordan Station,FR198023,FR198023,812.087629300000003,816.228132500000015
274,Commuter Rail,750,FrontRunner,September,2017,WKD,Layton Station,FR301082,FR301082,736.592269500000043,757.284862299999986
275,Commuter Rail,750,FrontRunner,September,2017,SAT,Orem Central Station,FR801163,FR801163,528.277777799999967,493.361111100000016
276,Commuter Rail,750,FrontRunner,September,2017,WKD,Murray Central Station,FR198021,FR198021,2054.860338999999840,2116.586234000000331
277,Commuter Rail,750,FrontRunner,September,2017,SAT,Salt Lake Central Station,FR101393,FR101393,1137.013888999999836,1106.458333000000039
278,Commuter Rail,750,FrontRunner,September,2017,WKD,North Temple Station,FR198030,FR198030,2838.473266999999851,2711.507598000000144
279,Commuter Rail,750,FrontRunner,September,2017,SAT,Roy Station,FR601085,FR601085,276.041666700000007,234.375000000000000
280,Commuter Rail,750,FrontRunner,October,2017,WKD,American Fork Station,FR801160,FR801160,942.418527000000040,832.058545500000037
281,Commuter Rail,750,FrontRunner,October,2017,WKD,South Jordan Station,FR198023,FR198023,770.811621400000035,778.206852500000082
282,Commuter Rail,750,FrontRunner,October,2017,WKD,Salt Lake Central Station,FR101393,FR101393,1763.544209000000137,1924.281322000000046
283,Commuter Rail,750,FrontRunner,October,2017,SAT,North Temple Station,FR198030,FR198030,824.125000000000000,789.791666700000064
284,Commuter Rail,750,FrontRunner,October,2017,WKD,Orem Central Station,FR801163,FR801163,1553.146070000000009,1279.549085999999988
285,Commuter Rail,750,FrontRunner,October,2017,WKD,Woods Cross Station,FR301085,FR301085,521.485761199999956,562.818021999999928
286,Commuter Rail,750,FrontRunner,October,2017,SAT,Lehi Station,FR801159,FR801159,336.000000000000000,330.208333299999993
287,Commuter Rail,750,FrontRunner,October,2017,SAT,Ogden Central Station,FR601084,FR601084,872.250000000000000,903.708333300000049
288,Commuter Rail,750,FrontRunner,October,2017,SAT,Layton Station,FR301082,FR301082,340.625000000000000,284.416666700000007
289,Commuter Rail,750,FrontRunner,October,2017,WKD,North Temple Station,FR198030,FR198030,2567.120770999999877,2259.071631000000252
290,Commuter Rail,750,FrontRunner,October,2017,SAT,Woods Cross Station,FR301085,FR301085,246.458333300000021,239.125000000000000
291,Commuter Rail,750,FrontRunner,October,2017,SAT,Roy Station,FR601085,FR601085,253.958333300000021,211.041666699999979
292,Commuter Rail,750,FrontRunner,October,2017,WKD,Draper Station,FR198022,FR198022,782.923385700000040,763.553701400000023
293,Commuter Rail,750,FrontRunner,October,2017,SAT,Clearfield Station,FR301081,FR301081,343.125000000000000,285.000000000000000
294,Commuter Rail,750,FrontRunner,October,2017,WKD,Ogden Central Station,FR601084,FR601084,1128.190822000000026,1399.945633000000043
295,Commuter Rail,750,FrontRunner,October,2017,WKD,Murray Central Station,FR198021,FR198021,1803.057437999999820,1946.631523999999899
296,Commuter Rail,750,FrontRunner,October,2017,SAT,South Jordan Station,FR198023,FR198023,251.833333300000021,239.166666699999979
297,Commuter Rail,750,FrontRunner,October,2017,WKD,Lehi Station,FR801159,FR801159,1247.858893000000080,1111.897411000000147
298,Commuter Rail,750,FrontRunner,October,2017,WKD,Layton Station,FR301082,FR301082,583.658717599999932,714.992630800000029
299,Commuter Rail,750,FrontRunner,October,2017,SAT,Provo Central Station,FR801164,FR801164,1065.125000000000000,1282.000000000000000
300,Commuter Rail,750,FrontRunner,October,2017,WKD,Provo Central Station,FR801164,FR801164,1876.525352000000112,1731.029278999999860
301,Commuter Rail,750,FrontRunner,October,2017,SAT,American Fork Station,FR801160,FR801160,332.666666700000007,263.583333299999993
302,Commuter Rail,750,FrontRunner,October,2017,WKD,Pleasant View Station,FR601083,FR601083,41.776974379999999,38.563997209999997
303,Commuter Rail,750,FrontRunner,October,2017,SAT,Murray Central Station,FR198021,FR198021,802.916666700000064,824.583333300000049
304,Commuter Rail,750,FrontRunner,October,2017,SAT,Draper Station,FR198022,FR198022,198.166666699999979,175.708333300000021
305,Commuter Rail,750,FrontRunner,October,2017,WKD,Roy Station,FR601085,FR601085,396.736099799999977,460.756128499999988
306,Commuter Rail,750,FrontRunner,October,2017,WKD,Farmington Station,FR301084,FR301084,462.129381099999989,531.805077199999914
307,Commuter Rail,750,FrontRunner,October,2017,SAT,Farmington Station,FR301084,FR301084,522.875000000000000,572.416666700000064
308,Commuter Rail,750,FrontRunner,October,2017,SAT,Orem Central Station,FR801163,FR801163,478.333333299999993,446.291666700000007
309,Commuter Rail,750,FrontRunner,October,2017,SAT,Salt Lake Central Station,FR101393,FR101393,976.416666700000064,999.333333300000049
310,Commuter Rail,750,FrontRunner,October,2017,WKD,Clearfield Station,FR301081,FR301081,703.071603099999948,804.014164299999948
311,Commuter Rail,750,FrontRunner,November,2017,WKD,South Jordan Station,FR198023,FR198023,862.326417100000072,836.155472499999973
312,Commuter Rail,750,FrontRunner,November,2017,WKD,American Fork Station,FR801160,FR801160,1033.450056000000131,917.635720100000071
313,Commuter Rail,750,FrontRunner,November,2017,WKD,Provo Central Station,FR801164,FR801164,1945.644927000000052,1875.367567000000008
314,Commuter Rail,750,FrontRunner,November,2017,SAT,Ogden Central Station,FR601084,FR601084,767.733333300000027,817.799999999999955
315,Commuter Rail,750,FrontRunner,November,2017,SAT,Layton Station,FR301082,FR301082,320.199999999999989,278.533333299999981
316,Commuter Rail,750,FrontRunner,November,2017,SAT,South Jordan Station,FR198023,FR198023,208.400000000000006,193.400000000000006
317,Commuter Rail,750,FrontRunner,November,2017,SAT,Woods Cross Station,FR301085,FR301085,240.199999999999989,227.800000000000011
318,Commuter Rail,750,FrontRunner,November,2017,WKD,Woods Cross Station,FR301085,FR301085,612.617784300000039,602.009845600000062
319,Commuter Rail,750,FrontRunner,November,2017,WKD,Roy Station,FR601085,FR601085,475.275410999999963,499.218356799999981
320,Commuter Rail,750,FrontRunner,November,2017,SAT,Farmington Station,FR301084,FR301084,315.800000000000011,262.199999999999989
321,Commuter Rail,750,FrontRunner,November,2017,SAT,Murray Central Station,FR198021,FR198021,632.600000000000023,633.000000000000000
322,Commuter Rail,750,FrontRunner,November,2017,WKD,Farmington Station,FR301084,FR301084,498.257267600000034,508.231448000000000
323,Commuter Rail,750,FrontRunner,November,2017,SAT,North Temple Station,FR198030,FR198030,986.799999999999955,970.600000000000023
324,Commuter Rail,750,FrontRunner,November,2017,WKD,Ogden Central Station,FR601084,FR601084,1316.651539999999841,1488.525470000000041
325,Commuter Rail,750,FrontRunner,November,2017,SAT,American Fork Station,FR801160,FR801160,362.800000000000011,326.199999999999989
326,Commuter Rail,750,FrontRunner,November,2017,WKD,North Temple Station,FR198030,FR198030,2698.676765000000159,2632.741226000000097
327,Commuter Rail,750,FrontRunner,November,2017,SAT,Roy Station,FR601085,FR601085,218.800000000000011,210.000000000000000
328,Commuter Rail,750,FrontRunner,November,2017,WKD,Salt Lake Central Station,FR101393,FR101393,1876.282611999999972,2137.156300000000101
329,Commuter Rail,750,FrontRunner,November,2017,SAT,Salt Lake Central Station,FR101393,FR101393,1114.599999999999909,1108.200000000000045
330,Commuter Rail,750,FrontRunner,November,2017,WKD,Orem Central Station,FR801163,FR801163,1556.158299000000170,1317.378813000000036
331,Commuter Rail,750,FrontRunner,November,2017,SAT,Clearfield Station,FR301081,FR301081,318.800000000000011,293.399999999999977
332,Commuter Rail,750,FrontRunner,November,2017,WKD,Clearfield Station,FR301081,FR301081,818.888246799999934,820.045477799999958
333,Commuter Rail,750,FrontRunner,November,2017,WKD,Pleasant View Station,FR601083,FR601083,34.024877109999998,32.681517030000002
334,Commuter Rail,750,FrontRunner,November,2017,SAT,Provo Central Station,FR801164,FR801164,963.850000000000023,1197.200000000000045
335,Commuter Rail,750,FrontRunner,November,2017,WKD,Lehi Station,FR801159,FR801159,1400.690916000000016,1277.987756999999874
336,Commuter Rail,750,FrontRunner,November,2017,SAT,Lehi Station,FR801159,FR801159,344.399999999999977,322.199999999999989
337,Commuter Rail,750,FrontRunner,November,2017,SAT,Orem Central Station,FR801163,FR801163,447.600000000000023,411.800000000000011
338,Commuter Rail,750,FrontRunner,November,2017,WKD,Layton Station,FR301082,FR301082,713.979727499999967,751.483684400000016
339,Commuter Rail,750,FrontRunner,November,2017,SAT,Draper Station,FR198022,FR198022,147.000000000000000,135.400000000000006
340,Commuter Rail,750,FrontRunner,November,2017,WKD,Murray Central Station,FR198021,FR198021,1985.723876000000018,2156.987336999999570
341,Commuter Rail,750,FrontRunner,November,2017,WKD,Draper Station,FR198022,FR198022,810.593275300000073,793.574878899999931
342,Commuter Rail,750,FrontRunner,December,2017,WKD,Farmington Station,FR301084,FR301084,536.846351600000048,508.792453499999965
343,Commuter Rail,750,FrontRunner,December,2017,WKD,Layton Station,FR301082,FR301082,740.565918300000021,710.140002999999979
344,Commuter Rail,750,FrontRunner,December,2017,SAT,Layton Station,FR301082,FR301082,381.333333299999993,357.500000000000000
345,Commuter Rail,750,FrontRunner,December,2017,WKD,Murray Central Station,FR198021,FR198021,1617.108848000000080,1661.641111000000137
346,Commuter Rail,750,FrontRunner,December,2017,SAT,Clearfield Station,FR301081,FR301081,357.866666699999996,295.933333299999958
347,Commuter Rail,750,FrontRunner,December,2017,WKD,Roy Station,FR601085,FR601085,483.609712000000002,457.423199399999987
348,Commuter Rail,750,FrontRunner,December,2017,WKD,Ogden Central Station,FR601084,FR601084,1428.965693999999985,1532.787307999999939
349,Commuter Rail,750,FrontRunner,December,2017,WKD,Pleasant View Station,FR601083,FR601083,37.638556209999997,31.203002129999998
350,Commuter Rail,750,FrontRunner,December,2017,WKD,American Fork Station,FR801160,FR801160,941.470145500000058,810.560549500000093
351,Commuter Rail,750,FrontRunner,December,2017,WKD,Clearfield Station,FR301081,FR301081,810.306588600000055,756.375351400000000
