Stop,Ridership,Downtown
2100 E @ 1894 S,7,0
600 N / 1300 W,4,0
300 W @ 3099 S,0,0
Copper City Dr / Plumbago Ave,8,0
700 W @ 3565 S,2,0
Redwood Rd @ 4585 S,49,0
3300 S @ 3422 E,0,0
1300 E @ 8595 S,0,0
Winchester Dr @ 722 W,0,0
Highland Dr @ 4175 S,19,0
Dupont Ave @ 1205 W,3,0
4800 W @ 4505 S,1,0
North Temple / 150 W,43,1
Copper City Dr / Black Mica,1,0
3500 S / 6800 W,9,0
Harold Gatty Dr @ 5575 W,29,0
Murray North Station,185,0
Clark Ave @ 301 N,3,0
Murray Holladay Rd @ 1885 E,11,0
Highland Dr @ 6065 S,9,0
1700 E @ 1797 S,1,0
Fort Union Blvd @ 1338 E,16,0
4500 S @ 930 E,43,0
Redwood Rd @ 7335 S,1,0
3900 S @ 2829 E,3,0
South Temple / 900 E / M St,16,0
500 E / 400 S,108,0
Starcrest Dr @ 595 N,11,0
Fort Union Blvd @ 2140 E,0,0
2300 E @ 4185 S,0,0
Parleys Way @ 2640 E,2,0
Redwood Rd @ 2499 S,13,0
Cottonwood Pkwy @ 2985 E,0,0
400 W / 300 S,8,1
E St / 11th Ave,1,0
3900 S @ 1567 E,56,0
Gregson Ave @ 111 W,2,0
Redwood Rd @ 521 S,2,0
6235 S @ 1354 W,0,0
State St @ 3285 S,115,0
6600 S / 950 E P+R (Up),12,0
3900 S @ 1167 E,8,0
Dupont Ave @ 1470 W,1,0
Harrison St @ 8414 S,21,0
4500 S @ 530 E,24,0
2300 E @ 4550 S,3,0
3200 W @ 4165 S,0,0
Creekside (Up),100,0
3500 S @ 3252 W,19,0
Redwood Rd @ 8220 S,2,0
3000 E @ 6723 S,0,0
Pioneer Rd / 700 E,1,0
Snowpine Lodge (Up),3,0
Redwood Rd @ 8553 S,1,0
2100 S @ 1383 E,3,0
3900 S @ 602 E,1,0
4100 S @ 5374 W,30,0
3900 S @ 510 E,28,0
4700 S @ 3587 W,16,0
Murray Holladay Rd @ 2225 E,21,0
Redwood Rd. @ 10341 So.,24,0
Redwood Rd @ 5652 S,30,0
3100 S @ 2800 W,1,0
2700 W @ 4191 S,3,0
3300 S @ 315 E,27,0
3900 S @ 301 E,46,0
Redwood Rd @ 1052 S,0,0
2200 W @ 4621 S,0,0
3300 S @ 401 E,8,0
Dixie Dr @ 6702 S,0,0
400 S @ 306 W,3,1
West Temple @ 3112 S,1,0
Dixie Dr @ 6593 S,1,0
1700 S @ 1488 E,5,0
1700 S @ 313 E,1,0
500 E / Penney Ave,1,0
State St @ 7725 S,5,0
2400 W @ 55 N,0,0
3200 W @ 6385 S,0,0
Mario Capecchi / North Campus,5,0
400 S / Redwood Rd,213,0
4500 S @ 601 E,1,0
3000 E @ 6967 S,7,0
3200 W @ 4710 S,1,0
Lake Park Blvd @ 4646 W,0,0
1900 E @ 1150 S,0,0
4500 S @ 534 W,16,0
Cougar Ln @ 6242 S,2,0
Redwood Rd @ 5230 S,4,0
1300 E @ 3593 S,2,0
3200 W @ 5886 S,0,0
Little Cottonwood Rd @ 2593 E,1,0
State St @ 6895 S,5,0
1000 N @ 1338 W,1,0
West Temple @ 282 S,1,0
State St @ 2154 S,65,0
Parkway Blvd @ 3501 W,0,0
400 S @ 409 W,26,0
3200 W @ 6774 S,0,0
Foothill Dr @ 1325 S,11,0
2300 E @ 3998 S,0,0
1300 E @ 8024 S,0,0
Wright Brothers Dr @ 359 N,2,0
900 S / Main St,17,0
Redwood Rd @ 6722 S,1,0
3900 S @ 1396 E,0,0
4700 S @ 5276 W,0,0
Van Winkle Expy @ 932 E,0,0
